Row,Load_F1,Load_F2,Load_F3,RT_F1,RT_F2,RT_F3,Util_F1,Util_F2,Util_F3
row_1,0.5,0.5,0.5,0.10336666666666666,0.04884999999999999,0.04086666666666667,0.9166666666666666,0.9666666666666667,0.9833333333333333
row_2,1.0,0.5,0.5,0.008508333333333335,0.02713333333333333,0.025566666666666665,0.975,0.9666666666666667,0.9666666666666667
row_3,1.0,1.0,1.0,0.018099999999999998,0.017516666666666663,0.008308333333333336,0.9666666666666667,0.975,0.9833333333333333
row_4,1.5,0.5,0.5,0.01451111111111111,0.028066666666666667,0.0275,0.9833333333333333,0.95,0.9666666666666667
row_5,0.5,2.0,0.5,0.008533333333333334,0.017437499999999998,0.027899999999999998,0.9833333333333333,0.975,0.9666666666666667
row_6,1.5,1.5,1.5,0.02396666666666666,0.00862777777777778,0.05237777777777778,0.9666666666666667,0.9666666666666667,0.9555555555555556
row_7,2.0,1.0,1.0,0.0179375,0.026141666666666664,0.027583333333333328,0.975,0.9583333333333334,0.9666666666666667
row_8,2.5,2.0,0.5,0.016280000000000003,0.02263333333333333,0.008766666666666667,0.9733333333333334,0.9708333333333333,0.9833333333333333
row_9,2.5,2.5,2.5,0.022436666666666667,0.04768,0.029179999999999998,0.9766666666666667,0.9733333333333334,0.97
row_10,3.0,1.5,1.5,0.011969444444444446,0.014444444444444447,0.008355555555555559,0.9805555555555555,0.9722222222222222,0.9722222222222222
row_11,0.5,0.5,3.5,0.00815,0.008083333333333333,0.013509523809523808,1.0,1.0,0.9785714285714285
row_12,2.0,2.0,3.0,0.027162499999999996,0.01699583333333333,0.03644722222222222,0.9666666666666667,0.9708333333333333,0.9638888888888889
row_13,3.0,3.0,2.0,0.02117222222222222,0.018252777777777777,0.019066666666666666,0.9833333333333333,0.9777777777777777,0.9708333333333333
row_14,3.5,2.0,2.0,0.04763007159904535,0.07514583333333333,0.04605416666666668,0.964200477326969,0.9541666666666667,0.9625
row_15,3.0,3.0,3.0,0.030072222222222222,0.0681638888888889,0.03876944444444444,0.9722222222222222,0.95,0.9722222222222222
row_16,4.0,0.5,0.5,0.018560416666666666,0.0082,0.05188333333333332,0.9708333333333333,1.0,0.9333333333333333
row_17,1.0,4.0,1.0,0.008758333333333335,0.03493541666666666,0.017241666666666666,0.9833333333333333,0.96875,0.9833333333333333
row_18,3.5,3.5,3.5,0.0228,0.01820952380952381,0.028157142857142853,0.9809523809523809,0.9857142857142858,0.9666666666666667
row_19,2.0,2.0,4.0,0.012641666666666669,0.01670416666666667,0.03162916666666667,0.9875,0.9791666666666666,0.975
row_20,4.0,4.0,4.0,0.015202083333333331,0.007952083333333335,0.010547916666666667,0.9833333333333333,0.98125,0.9791666666666666
