Row,Load_F1,Load_F2,Load_F3,RT_F1,RT_F2,RT_F3,Util_F1,Util_F2,Util_F3
row_1,0.5,1.0,0.8,0.027033898305084743,0.05014166666666665,0.06337499999999997,0.9491525423728814,0.95,0.9270833333333334
row_2,1.0,0.4,1.2,0.008866666666666667,0.03135416666666666,0.016069444444444445,0.9666666666666667,0.9583333333333334,0.9722222222222222
row_3,1.3,2.0,0.5,0.008333333333333335,0.022299999999999993,0.027199999999999995,0.9871794871794872,0.9708333333333333,0.9666666666666667
row_4,1.1,1.9,2.0,0.025621212121212118,0.018925438596491227,0.01315416666666667,0.9545454545454546,0.9736842105263158,0.9833333333333333
row_5,2.5,2.0,4.0,0.008306666666666669,0.017616666666666666,0.00825416666666667,0.9933333333333333,0.9666666666666667,0.98125
row_6,3.0,3.0,3.0,0.01481111111111111,0.011127777777777778,0.014799999999999999,0.9861111111111112,0.9861111111111112,0.9777777777777777
row_7,5.0,1.0,2.0,0.037603333333333336,0.008950000000000003,0.01794166666666667,0.9666666666666667,0.975,0.975
row_8,3.0,4.0,5.0,0.015102777777777781,0.026941666666666666,0.028171666666666664,0.9777777777777777,0.9645833333333333,0.9783333333333334
row_9,5.0,4.0,3.0,5.294583333333334,5.151354838709677,5.739350000000001,0.0,0.0,0.0
row_10,5.0,5.0,5.0,8.266906976744187,8.277953488372093,8.702413793103448,0.0,0.0,0.0
