Row,Load_F1,Load_F2,Load_F3,Load_F4,RT_F1,RT_F2,RT_F3,RT_F4,Util_F1,Util_F2,Util_F3,Util_F4,Cold_F1,Cold_F2,Cold_F3,Cold_F4
row_sim_1,1.1722362704061469,0.6863737376404759,1.2949669838715046,1.0611836421360776,0.042096211079420146,0.037763548700054606,0.022459662594482108,0.01128525536282396,0.9079076098515462,0.7998231783688204,0.9631757538366623,0.9902103143004356,0.088902122591348,0.11626022250055257,0.03505051284028688,0.009274439083797836
row_sim_2,0.1865571544370918,1.464652409873296,1.153652567886012,1.189793242651583,0.14797708249026928,0.024019252519618468,0.023911516351687156,0.011159173849027764,0.6203843662275966,0.8506203609870998,0.9590371475148278,0.9908424908424909,0.3781040811919672,0.059790200213634244,0.039540772085602305,0.008724608724608725
row_sim_3,0.2357647673795415,0.7030596099485724,0.5876571351372428,1.3938092338304726,0.15421723807901427,0.043003513445742735,0.035481416114411614,0.010859374149811299,0.6033914846895205,0.7753175133689839,0.9276358384381692,0.9922161076353289,0.39526656093692814,0.13928810160427807,0.0712684894666069,0.007428176853382436
row_sim_4,0.9836044241169636,1.2430043392427035,0.6929505882996302,0.37949614658792646,0.029069168191110245,0.019056802209120136,0.018106089696742,0.010068807646174455,0.9432764574446476,0.8725209031788989,0.9750758560901603,0.9955351280367696,0.05387974812106439,0.03938280082400937,0.023768241583586185,0.003939592908732764
row_sim_5,0.8541479411729604,0.14253502135105423,1.250065199389244,0.965913378726994,0.04369055330466002,0.09770975170539989,0.019071831362359435,0.010626210961272874,0.9034142297256557,0.5691934773027766,0.9724193090637013,0.9931388796818031,0.09372173650889358,0.36800352578228296,0.026445470729378983,0.006430228704010606
row_sim_6,1.149227223123792,0.5640626537883091,1.4575121353726097,1.3450256259171867,0.05465120350629651,0.0529362514280068,0.027144425870000623,0.0117075633574847,0.8725386779184248,0.7399577167019028,0.9500544365813827,0.9884118258802556,0.12275843881856541,0.17952783650458068,0.04759798584648884,0.01114247511513891
row_sim_7,1.1786560707569547,0.332226126385353,0.7267454554041995,0.11351546039148172,0.018198283033610072,0.02581204441639652,0.013186963371904576,0.00959635877568169,0.9735183923705722,0.8435384383932601,0.9881051175656985,0.9978213507625272,0.02452316076294278,0.06800060177523695,0.010719225449515906,0.0017429193899782135
row_sim_8,0.27371976349794436,1.040420982201559,1.1299051260663349,1.4528891120296046,0.14035519393802037,0.03444828430752727,0.027318077389875024,0.011496532206108445,0.6407338927606315,0.8114255686510021,0.9501132230837851,0.9893233648881239,0.3571326980514863,0.10318294422340665,0.04878885610375352,0.010219449225473323
row_sim_9,0.5224467693003203,0.5871665737505599,0.7308559263499215,0.32473347067221425,0.028803441954778613,0.019470891534510003,0.014014677555440095,0.009914620822272822,0.9438972576284279,0.8682823129251701,0.9857592770094482,0.9959292312509785,0.05339899575125531,0.041666666666666664,0.012871422702998767,0.0032879286049788633
row_sim_10,0.23838618273643386,0.739772143027604,0.37901855612378194,1.02123029228964,0.12026882792290572,0.033484724893053666,0.03743145784443432,0.010601703784983511,0.6954612005856515,0.8168131344097009,0.9217175022908758,0.9931300350911877,0.3028655093076762,0.10000681245316438,0.07671161146746956,0.00627687441308753
