Row,Load_F1,RT_F1,Util_F1,Cold_F1
row_sim_151,1460.000659597939,0.24194163570953495,0.0,0.00011390818999886092
row_sim_152,1472.146447713845,0.24171153152853228,0.0,0.00011452130096197893
row_sim_153,2813.4824736021997,0.24222829641913898,0.0,0.0002195389681668496
row_sim_154,1715.2055707256072,0.2420015734238253,0.0,0.0001336719689881032
row_sim_155,1420.4945287008084,0.2417696475040194,0.0,0.00011042402826855124
row_sim_156,800.963640492526,0.2412851452029892,0.0,6.225874735400324e-05
row_sim_157,994.7404135777894,0.24151704944978208,0.0,7.768197001475957e-05
row_sim_158,1562.0411737944896,0.2420757021949609,0.0,0.00012175818823815901
row_sim_159,1316.7624353421247,0.24191114507921382,0.0,0.0001025220422390814
row_sim_160,64.88515903699725,0.011940056993606316,0.60517,1e-05
row_sim_161,2478.8844579868637,0.2422252262555625,0.0,0.0001932367149758454
row_sim_162,2688.4875074807082,0.24223605977283474,0.0,0.00020959966464053657
row_sim_163,420.79025454138235,0.2400338446602801,0.0,3.2857987776828546e-05
row_sim_164,1662.130728809971,0.24233338288516043,0.0,0.00012980269989615784
row_sim_165,325.77179461927386,0.2390955847058859,0.0,2.5427176566314076e-05
row_sim_166,2016.736667114783,0.24189418049775505,0.0,0.00015725743041358704
row_sim_167,843.7372898278329,0.2413081109687235,0.0,6.568575932737782e-05
row_sim_168,1978.2849329439705,0.24209048259927113,0.0,0.00015436863229391788
row_sim_169,2180.9974931299334,0.24186903661992484,0.0,0.00016972165648336727
row_sim_170,2305.9540433783754,0.24186587994619588,0.0,0.00017988846914912754
row_sim_171,323.2674508203919,0.238935188658475,0.0,2.5180671316697303e-05
row_sim_172,2748.039734820567,0.24160745746597262,0.0,0.0002134016218523261
row_sim_173,690.6804619850976,0.24101536363987341,0.0,5.381552039608223e-05
row_sim_174,112.28579790073051,0.035843510373948555,0.17145,1e-05
row_sim_175,1664.5796655509803,0.24171289177417352,0.0,0.00012980269989615784
row_sim_176,1112.798305473123,0.24170402072198352,0.0,8.677542519958348e-05
row_sim_177,2489.3777399100827,0.2417681761185094,0.0,0.00019387359441644047
row_sim_178,2424.7640036193025,0.2422574342490082,0.0,0.0001890359168241966
row_sim_179,951.4508215235048,0.24128854252708626,0.0,7.41399762752076e-05
row_sim_180,2858.7005402394816,0.24201027331746996,0.0,0.0002228163992869875
row_sim_181,872.7889685284488,0.24130752265667937,0.0,6.811525100469996e-05
row_sim_182,1545.1956348386818,0.2414816735436613,0.0,0.0001203224642040669
row_sim_183,767.9324734482798,0.24118957105466327,0.0,5.9822924144532185e-05
row_sim_184,2808.1339079683876,0.2422861217764872,0.0,0.00021920210434020167
row_sim_185,493.8652223551753,0.24047959892818907,0.0,3.847929813760197e-05
row_sim_186,134.77961264601734,0.18035362228917737,0.00358,1.0588621467371164e-05
row_sim_187,1305.3194251561135,0.2417050235959472,0.0,0.00010183299389002037
row_sim_188,2977.1270733893084,0.24179616927174002,0.0,0.00023142791020597085
row_sim_189,2675.0372149014293,0.24190908129620697,0.0,0.00020842017507294707
row_sim_190,2245.836627969875,0.24228161891850944,0.0,0.0001753463089601964
row_sim_191,2672.3829330110307,0.24203486569992982,0.0,0.00020802995631370917
row_sim_192,2680.345246761605,0.24194034530129704,0.0,0.00020863759649488838
row_sim_193,1556.5991382413276,0.24175663694428123,0.0,0.0001212268153715602
row_sim_194,947.8213590397874,0.24137626100793458,0.0,7.400828892835997e-05
row_sim_195,2316.0486957113585,0.24221868475936675,0.0,0.0001807337791433219
row_sim_196,1985.0007064401248,0.24180356738889436,0.0,0.00015477480266212662
row_sim_197,1121.0045037346865,0.2420285714852413,0.0,8.759635599159075e-05
row_sim_198,283.44528085114274,0.23843454287195556,0.0,2.2144960914143987e-05
row_sim_199,2240.3814945665104,0.242073388425968,0.0,0.00017439832577607255
row_sim_200,787.4184247427978,0.2412729489204414,0.0,6.130080304051984e-05
row_sim_201,2810.442610943811,0.24198277435597065,0.0,0.00021862702229995628
row_sim_202,722.9496764883039,0.2411987402099671,0.0,5.641430666817105e-05
row_sim_203,368.3176593378375,0.23963703323325777,0.0,2.871995175048106e-05
row_sim_204,2493.3464607411124,0.24176448219462984,0.0,0.00019398642095053346
row_sim_205,459.8952856576509,0.24033704132972528,0.0,3.5960874568469505e-05
row_sim_206,537.8459610578093,0.24068207614407208,0.0,4.202740186601664e-05
row_sim_207,1798.1684054229543,0.24222330437774542,0.0,0.00014027212792818068
row_sim_208,2623.6923944103514,0.24157766519955584,0.0,0.00020395676116663266
row_sim_209,589.3441754104339,0.24078333578435945,0.0,4.591789879695105e-05
row_sim_210,931.0055025166392,0.24149732305589244,0.0,7.249003262051468e-05
row_sim_211,2332.2256444816207,0.24175047466854283,0.0,0.00018148820326678765
row_sim_212,2915.480686861599,0.24202593130903496,0.0,0.00022701475595913735
row_sim_213,1502.2485215477168,0.24158292728805042,0.0,0.00011701380762930026
row_sim_214,431.73531277862475,0.24020947334251644,0.0,3.3746161374143694e-05
row_sim_215,41.85816631021922,0.009765411335203486,0.7685,1e-05
row_sim_216,689.0066071950657,0.24093417368298256,0.0,5.362792942564488e-05
row_sim_217,395.51006224867376,0.2398938510542949,0.0,3.095783542814686e-05
row_sim_218,2032.9921379048917,0.24193907182535723,0.0,0.0001585037248375337
row_sim_219,365.5414222603619,0.23956107847594996,0.0,2.852985649482183e-05
row_sim_220,1519.014478365318,0.2416487015531729,0.0,0.00011828720132481665
row_sim_221,2082.802593806877,0.2419379866043461,0.0,0.0001623640201331385
row_sim_222,1743.370771832246,0.2420270548034961,0.0,0.00013614703880190606
row_sim_223,599.3669661975898,0.2408807328753607,0.0,4.682744088035589e-05
row_sim_224,2412.383372320479,0.24225130880727108,0.0,0.0001881821603312006
row_sim_225,2146.235618490924,0.24150351898147582,0.0,0.00016714023065351831
row_sim_226,2216.9650625464296,0.2417543957269465,0.0,0.00017250301880282904
row_sim_227,393.2167017843619,0.23987047703746758,0.0,3.069650366823219e-05
row_sim_228,371.3052232608513,0.23969574141009486,0.0,2.8961163080309306e-05
row_sim_229,2782.6912748919726,0.2423833141068057,0.0,0.00021720243266724586
row_sim_230,1192.7647025651306,0.24163485144391095,0.0,9.289363678588016e-05
row_sim_231,902.8810279082301,0.24136942769679706,0.0,7.046223224351747e-05
row_sim_232,1465.7777068523324,0.24205167370013725,0.0,0.00011445576284765938
row_sim_233,1988.609495080109,0.242179334292427,0.0,0.0001554001554001554
row_sim_234,2866.8719899780576,0.2425597812451412,0.0,0.00022381378692927484
row_sim_235,859.3743583348208,0.24122183604751166,0.0,6.68985817500669e-05
row_sim_236,2774.429047514616,0.24193231840570253,0.0,0.00021598272138228941
row_sim_237,74.62723118419963,0.013377339829753388,0.52668,1e-05
row_sim_238,1665.6163670783576,0.24147817614776076,0.0,0.00012981955082435416
row_sim_239,1901.943636287671,0.2420332121132105,0.0,0.0001483459427384661
row_sim_240,317.7369163820723,0.23904630924988207,0.0,2.472799208704253e-05
row_sim_241,421.0617742118847,0.24003561490386885,0.0,3.2857987776828546e-05
row_sim_242,1257.3720022329455,0.24145872705880508,0.0,9.784735812133073e-05
row_sim_243,2898.697424833938,0.24179523300865732,0.0,0.0002253267237494367
row_sim_244,1788.1478575754566,0.24217932850577625,0.0,0.00013937282229965157
row_sim_245,2799.0730136395537,0.2422579205150416,0.0,0.00021800741225201656
row_sim_246,2413.092528793132,0.24177741015122955,0.0,0.00018779342723004695
row_sim_247,1402.1714355857966,0.24181900690839125,0.0,0.00010930156301235107
row_sim_248,2354.3011095841,0.24197192064958553,0.0,0.00018335166850018335
row_sim_249,53.55946009176435,0.01070472179619568,0.6876,1e-05
row_sim_250,327.47653309736654,0.23918019088292214,0.0,2.5651549353580955e-05
row_sim_251,2488.294373217465,0.2418127144786723,0.0,0.00019372336303758234
row_sim_252,2390.461424121069,0.24216410116904646,0.0,0.00018625442354255913
row_sim_253,697.9605938622027,0.24100716869688815,0.0,5.440992437020512e-05
row_sim_254,1592.3322333176304,0.24183146942686887,0.0,0.00012408487405385284
row_sim_255,1818.0671613089976,0.24206922658026073,0.0,0.0001415227851684121
row_sim_256,2603.2234743803447,0.24173640870024402,0.0,0.0002025111381125962
row_sim_257,1809.34131665831,0.24197586451321007,0.0,0.00014114326040931546
row_sim_258,1237.744079242577,0.24170710724622876,0.0,9.649715333397665e-05
row_sim_259,1122.5834210193775,0.2417360432743436,0.0,8.742022904100009e-05
row_sim_260,1277.6749650162108,0.2415817946812179,0.0,9.937394415184339e-05
row_sim_261,1955.8104801886434,0.24244466080497507,0.0,0.0001530221882172915
row_sim_262,2602.478520725387,0.24207618004548342,0.0,0.0002022653721682848
row_sim_263,1361.7179513847952,0.2415372897525939,0.0,0.00010610079575596818
row_sim_264,743.5562968759267,0.2413443499698883,0.0,5.792735909169901e-05
row_sim_265,710.0252558745934,0.24116003236571612,0.0,5.52364118426867e-05
row_sim_266,2238.055540016327,0.24242634368545246,0.0,0.00017479461632581716
row_sim_267,2449.71546183356,0.24215835158657248,0.0,0.0001908761213972132
row_sim_268,315.87897565838216,0.239033194525415,0.0,2.4649970420035498e-05
row_sim_269,199.72324292268672,0.23451326107601214,0.0,1.5661707126076743e-05
row_sim_270,1783.3212695861673,0.24161859398875316,0.0,0.00013896609227348526
row_sim_271,438.5624239158852,0.24030477627722102,0.0,3.4280621164855504e-05
row_sim_272,2474.0013381595013,0.24192225467383194,0.0,0.00019241870309794111
row_sim_273,931.038505038527,0.241495483594485,0.0,7.275372862859222e-05
row_sim_274,431.65860531677936,0.24015736998270446,0.0,3.367343502710711e-05
row_sim_275,2762.9153689387263,0.2416532090135826,0.0,0.000214638334406525
